Rating,Review,Comments
3,Wonderful,Really nyc 👌 productREAD MORE
4,Brilliant,Nice productREAD MORE
5,Wonderful,This product is Owsem.It is working Perfectly. Nice model & compatible to Use. It's looking standard.READ MORE
5,Brilliant,Points:1. Best Quality at this price.2. Battery back up is excellent.3. It doesn't get heated while charging.4. Skin friendly product.Thanks Flipkart for delivering this product within 24hours & also thanks to Amazestore.READ MORE
5,Great product,Very good productREAD MORE
5,Utterly Disappointed,Skin damage and bleedingREAD MORE
5,Brilliant,Nice productREAD MORE
5,Mind-blowing purchase,Very nice productREAD MORE
5,Terrific,NiceREAD MORE
3,Wonderful,GoodREAD MORE
4,Classy product,Very good productREAD MORE
5,Really Nice,Product is gud... Price worthy..READ MORE
5,Simply awesome,Thank youREAD MORE
5,Good quality product,Good qualityREAD MORE
5,Best in the market!,Good👍READ MORE
5,Worth every penny,Awesome product by nova worth the money paidREAD MORE
5,Nice product,product is so good 😊READ MORE
5,Wonderful,Nice design &well packed product..👌👌READ MORE
3,Highly recommended,superREAD MORE
4,Good choice,Nice 😊READ MORE
5,Super!,Nice 👍READ MORE
5,Delightful,Not having speed controlREAD MORE
5,Must buy!,Good product in this price.READ MORE
5,Delightful,Decent Product and Value for money...READ MORE
5,Worth every penny,Awesome product. Smoothly run.READ MORE
5,Excellent,This is the very valuable trimmer buy it and use itREAD MORE
5,Super!,SuperREAD MORE
5,Wonderful,Nice design &well packed product..👌👌READ MORE
5,Highly recommended,superREAD MORE
3,Good choice,Nice 😊READ MORE
5,Super!,Nice 👍READ MORE
5,Must buy!,Good product in this price.READ MORE
4,Delightful,Decent Product and Value for money...READ MORE
5,Excellent,This is the very valuable trimmer buy it and use itREAD MORE
4,Super!,SuperREAD MORE
5,Awesome,It is a very use full and it's very safe fullREAD MORE
5,Great product,Best productsREAD MORE
5,Terrible product,Just okREAD MORE
5,Decent product,NiceREAD MORE
4,Wonderful,NiceREAD MORE
4,Value-for-money,GoodREAD MORE
3,Must buy!,Awesome productREAD MORE
5,Delightful,Very goodREAD MORE
5,Excellent,Nice 😍READ MORE
4,Fair,NiceREAD MORE
5,Pretty good,Good itemREAD MORE
5,Worth the money,its good productREAD MORE
5,Simply awesome,Nice and thanksREAD MORE
5,Terrific,Awesome product...Great purchase 👍👍👍👍❤️❤️❤️❤️READ MORE
5,Nice product,Nice product। and delivery boy is goodREAD MORE
4,Terrific,Nicee product nd good running timeREAD MORE
3,Good quality product,GoodREAD MORE
5,Highly recommended,Super product and easily usableREAD MORE
5,Excellent,It's good  productREAD MORE
5,Must buy!,Good product nd very easy to use itREAD MORE
5,Terrific,NiceREAD MORE
5,Just wow!,Best in this amountREAD MORE
4,Best in the market!,GoodREAD MORE
3,Terrific purchase,NiceREAD MORE
4,Great product,It's very nice product thank you FlipkartREAD MORE
5,Terrific purchase,Very good productREAD MORE
5,Brilliant,ExcellentREAD MORE
4,Terrific,Nice product 👍READ MORE
4,Highly recommended,NiceREAD MORE
5,Just okay,Very smooth this product and it colour is so beautiful ❤️READ MORE
5,Worth every penny,superREAD MORE
5,Awesome,It's perfect One... Powerful And very well battery backupREAD MORE
5,Pretty good,GoodREAD MORE
5,Does the job,SuperREAD MORE
5,Excellent,NiceREAD MORE
5,Good quality product,GoodREAD MORE
4,Nice,Awosm productREAD MORE
5,Simply awesome,Good productREAD MORE
5,Just wow!,NiceREAD MORE
4,Perfect product!,Good and affordable product.READ MORE
4,Mind-blowing purchase,Good productREAD MORE
5,Moderate,BadREAD MORE
5,Good quality product,NiceREAD MORE
5,Very Good,NiceREAD MORE
5,Brilliant,Superb quality and best at this priceREAD MORE
4,Terrific,Good product very effective work. Charging also OK.READ MORE
5,Terrific purchase,value for moneyREAD MORE
5,Wonderful,Very good product at this priseREAD MORE
4,Value-for-money,GoodREAD MORE
4,Excellent,Awesome product👌👌READ MORE
5,Terrific purchase,Very good product I designed M cut hair style of my nephew'sREAD MORE
5,Highly recommended,Really good product at this price 👍👍👍👍👍READ MORE
5,Perfect product!,Good productREAD MORE
5,Really Nice,GoodREAD MORE
5,Wonderful,GoodREAD MORE
5,Good quality product,Good product very fast smoothREAD MORE
3,Really Nice,Good product 👍👍READ MORE
3,Must buy!,Very good prouductREAD MORE
5,Wonderful,Nice productREAD MORE
5,Wonderful,Nice product_Go for it_good battery backup and amazing design_overall best in this price range...👍READ MORE
4,Good,amezing lovely product👌👌👌👌thankyou FlipkartREAD MORE
3,Perfect product!,Excellent productREAD MORE
5,Perfect product!,OK goodREAD MORE
5,Perfect product!,GoodREAD MORE
4,Worth the money,Nice product 👍READ MORE
5,Awesome,NiceREAD MORE
4,Great product,I am well 5nREAD MORE
4,Mind-blowing purchase,"Nice Product,Design, Quality So GoodValue of moneyREAD MORE"
5,Very Good,NiceREAD MORE
5,Decent product,NiceREAD MORE
5,Good,amezing lovely product👌👌👌👌thankyou FlipkartREAD MORE
5,Awesome,NiceREAD MORE
5,Great product,I am well 5nREAD MORE
4,Mind-blowing purchase,"Nice Product,Design, Quality So GoodValue of moneyREAD MORE"
5,Nice product,Good productREAD MORE
4,Excellent,This is a good conpaniREAD MORE
5,Fabulous!,Awesome product with good amount  of packaging  and same as that of the shown in image brilliant productREAD MORE
5,Must buy!,Super super good productREAD MORE
5,Excellent,GoodREAD MORE
4,Simply awesome,Best ..READ MORE
4,Excellent,Tooo smoothly. Love it man.READ MORE
5,Classy product,PerfectREAD MORE
4,Mind-blowing purchase,Good productREAD MORE
5,Very Good,Good trimmer machineREAD MORE
4,Nice product,Good productREAD MORE
5,Excellent,This is a good conpaniREAD MORE
5,Fabulous!,Awesome product with good amount  of packaging  and same as that of the shown in image brilliant productREAD MORE
5,Wonderful,Super superREAD MORE
4,Great product,GoodREAD MORE
4,Excellent,Tooo smoothly. Love it man.READ MORE
5,Classy product,PerfectREAD MORE
5,Delightful,It's osm productREAD MORE
5,Just wow!,Awsm productREAD MORE
5,Does the job,It's a average trimmer according the price segmentREAD MORE
4,Good quality product,NiceREAD MORE
5,Classy product,Nice productREAD MORE
5,Terrific purchase,Nice qualityREAD MORE
5,Brilliant,Cool productREAD MORE
5,Terrific,Excellent product in this price rangeREAD MORE
5,Brilliant,BestREAD MORE
5,Just wow!,Osm products 😍READ MORE
5,Delightful,It's osm productREAD MORE
5,Just wow!,Awsm productREAD MORE
5,Does the job,It's a average trimmer according the price segmentREAD MORE
4,Good quality product,NiceREAD MORE
5,Classy product,Nice productREAD MORE
5,Terrific purchase,Nice qualityREAD MORE
4,Brilliant,Cool productREAD MORE
4,Terrific,Excellent product in this price rangeREAD MORE
5,Brilliant,BestREAD MORE
5,Just wow!,Osm products 😍READ MORE
5,Great product,SuperREAD MORE
5,Nice,Product is good but it doesn't take out baby hairs ...It's bleed is not Sharpe ..So it doesn't take out all the hairs . ...Not satisfied ..READ MORE
4,Wonderful,It is best price productREAD MORE
5,Worth every penny,best productREAD MORE
5,Highly recommended,Good product👍😍READ MORE
4,Terrific,Nice product and with 2 years warranty. I can say this you can go for it will you want to by trimmer at this costREAD MORE
5,Could be way better,Good but not better than Philips main point is precision is not goodREAD MORE
5,Best in the market!,Great 👌READ MORE
4,Worth every penny,Osam product very good service filpkartREAD MORE
5,Terrific purchase,Nice good productREAD MORE
5,Great product,SuperREAD MORE
5,Nice,Product is good but it doesn't take out baby hairs ...It's bleed is not Sharpe ..So it doesn't take out all the hairs . ...Not satisfied ..READ MORE
5,Wonderful,It is best price productREAD MORE
5,Worth every penny,best productREAD MORE
3,Highly recommended,Good product👍😍READ MORE
5,Terrific,Nice product and with 2 years warranty. I can say this you can go for it will you want to by trimmer at this costREAD MORE
5,Could be way better,Good but not better than Philips main point is precision is not goodREAD MORE
5,Best in the market!,Great 👌READ MORE
4,Worth every penny,Osam product very good service filpkartREAD MORE
5,Terrific purchase,Nice good productREAD MORE
4,Terrific purchase,Very sensitive product and reliable while comparing to the price. Everyone must buy this!READ MORE
5,Worth every penny,Gd quality.....READ MORE
5,Just wow!,Really goodREAD MORE
5,Does the job,Good productREAD MORE
5,Terrific purchase,AwesomeREAD MORE
5,Great product,Excellence products Very niceREAD MORE
5,Really Nice,SuperREAD MORE
5,Awesome,"Veera good delivery home 🏠 delivery good friend 😊 you too////,,,READ MORE"
4,Nice product,GoodREAD MORE
5,Mind-blowing purchase,NiceREAD MORE
4,Terrific purchase,Excellent product everybody should buyREAD MORE
5,Just wow!,goodREAD MORE
5,Terrific purchase,Good product 👍READ MORE
5,Very Good,GoodREAD MORE
5,Wonderful,GoodREAD MORE
5,Fair,Product quality is good but no. of cutting is not mention and we can cut only with combs settings.READ MORE
5,Brilliant,It's really goodREAD MORE
5,Awesome,"Veera good delivery home 🏠 delivery good friend 😊 you too////,,,READ MORE"
3,Nice product,GoodREAD MORE
5,Mind-blowing purchase,NiceREAD MORE
5,Terrific purchase,Excellent product everybody should buyREAD MORE
5,Just wow!,goodREAD MORE
4,Terrific purchase,Good product 👍READ MORE
4,Must buy!,GoodREAD MORE
5,Really Nice,GoodREAD MORE
5,Fair,Product quality is good but no. of cutting is not mention and we can cut only with combs settings.READ MORE
5,Brilliant,It's really goodREAD MORE
5,Utterly Disappointed,Not clean trim the hairREAD MORE
3,Classy product,GoodREAD MORE
4,Simply awesome,Good  productREAD MORE
4,Great product,Performance very good but ... Very lite weightREAD MORE
4,Best in the market!,Very nice productREAD MORE
5,Pretty good,Its mind-blowingREAD MORE
5,Just okay,I get automatically discharge without use within 2 daysREAD MORE
5,Wonderful,NiceREAD MORE
5,Terrific,Good productREAD MORE
5,Just wow!,Very good product at this price.READ MORE
4,Good choice,Nice productREAD MORE
4,Really Nice,Nava good trimmer thank you Flipkart good brandedREAD MORE
4,Wonderful,After one year and 6 months i rated this as a 5 star product...Battery performance- 10/10Blade condition-10/10Charging-9/10READ MORE
5,Expected a better product,Blade quality is very poor....READ MORE
4,Worth every penny,NycREAD MORE
5,Awesome,Awesome productREAD MORE
3,Great product,"The product is very good...i would suggest to go for the blue colour variant, as i dont know why they take 40 rupees extra for the black variant...because there is nothing differentREAD MORE"
5,Excellent,good productREAD MORE
4,Best in the market!,GoodREAD MORE
5,Wonderful,Very very niceREAD MORE
4,Nice product,It is really a good product by NOVA I really impressed buy this productBattery backup is must be quite goodI LOVED IT 😍😍😍😃READ MORE
5,Waste of money!,WasteREAD MORE
4,Must buy!,Brilliant performance and good batteryREAD MORE
5,Brilliant,Yes....it is goodREAD MORE
5,Wonderful,Good product.Bought this at rs.599READ MORE
5,Nice product,Super product . It is good for breadREAD MORE
5,Perfect product!,Extremely goodREAD MORE
5,Mind-blowing purchase,Very nice trimmer in 599READ MORE
4,Simply awesome,This is good productREAD MORE
4,Mind-blowing purchase,Excellent productREAD MORE
3,Nice product,It is really a good product by NOVA I really impressed buy this productBattery backup is must be quite goodI LOVED IT 😍😍😍😃READ MORE
4,Waste of money!,WasteREAD MORE
4,Must buy!,Brilliant performance and good batteryREAD MORE
5,Brilliant,Yes....it is goodREAD MORE
5,Wonderful,Good product.Bought this at rs.599READ MORE
5,Nice product,Super product . It is good for breadREAD MORE
5,Perfect product!,Extremely goodREAD MORE
5,Mind-blowing purchase,Very nice trimmer in 599READ MORE
4,Simply awesome,This is good productREAD MORE
4,Mind-blowing purchase,Excellent productREAD MORE
3,Classy product,Good product 😍👍🏼READ MORE
4,Just wow!,Very nice 👍READ MORE
3,Just okay,Good productREAD MORE
5,Did not meet expectations,The worst product I have ever purchase... The battery life is sooo bad I charged this for 5 hr after that when I used it 5 mins it's worked good and after that it's not working properly.. the worst product.. please don't buy this EVER 😡😡😡 my humble request to allREAD MORE
5,Decent product,"I Will charge more than 10hrs , it's always shown red LED light.How much time take for fully charging??READ MORE"
4,Just wow!,Nova is a brand in badgetREAD MORE
5,Excellent,NiceREAD MORE
5,Very Good,NiceREAD MORE
5,Just okay,Very nice and fast delivery I like this product thanks FlipkartREAD MORE
4,Simply awesome,Nice very good trimmerREAD MORE
4,Worth every penny,"This product is really good . because first time i use and i feel happy .. At this price no product with good quality , you can buy..💖💖READ MORE"
3,Pretty good,"I used two times ,it's very nice.very smooth. I love itREAD MORE"
5,Mind-blowing purchase,Good productREAD MORE
5,Really Nice,Absolutely Wondered ProductREAD MORE
5,Worth the money,Perfect ❤️ love itREAD MORE
4,Worth every penny,Best productREAD MORE
5,Super!,Best productREAD MORE
3,Best in the market!,Good looking.. ❤😍READ MORE
5,Could be way better,Wery badREAD MORE
5,Brilliant,Good screviceREAD MORE
5,Mind-blowing purchase,Very nice productREAD MORE
4,Good choice,NiceREAD MORE
3,Awesome,SuperbREAD MORE
4,Pretty good,Nice productREAD MORE
5,Fabulous!,Best  products quality 😘😘😘READ MORE
5,Terrific,Nice productREAD MORE
4,Terrific,I'm so happy to this one.....  Love you flipkartREAD MORE
5,Really Nice,Excellent productREAD MORE
5,Not recommended at all,Too badREAD MORE
5,Really Nice,Nice productsREAD MORE
5,Mind-blowing purchase,Very nice productREAD MORE
5,Good choice,NiceREAD MORE
5,Awesome,SuperbREAD MORE
5,Pretty good,Nice productREAD MORE
4,Fabulous!,Best  products quality 😘😘😘READ MORE
3,Terrific,Nice productREAD MORE
4,Terrific,I'm so happy to this one.....  Love you flipkartREAD MORE
5,Really Nice,Excellent productREAD MORE
4,Not recommended at all,Too badREAD MORE
5,Really Nice,Nice productsREAD MORE
4,Highly recommended,Very fast and full fil normal people expectionsREAD MORE
5,Worth every penny,GoodREAD MORE
3,Must buy!,SuperREAD MORE
3,Classy product,This product is so goodREAD MORE
4,Did not meet expectations,Bogus ProductREAD MORE
5,Good quality product,Ot is very nice product at this range ...You will love its working..🤗I just bought this one and used it first time very amazingREAD MORE
4,Brilliant,Nice product  thanks  😊READ MORE
5,Worst experience ever!,Worst productREAD MORE
4,Hated it!,Too goodREAD MORE
5,Mind-blowing purchase,Nice products very good Paisa wasoolREAD MORE
3,Awesome,GoodREAD MORE
3,Wonderful,Nice oneREAD MORE
4,Worth every penny,Nice productREAD MORE
5,Simply awesome,Nice product . Work efficiently...READ MORE
5,Simply awesome,Worth the price.......READ MORE
5,Simply awesome,SuperREAD MORE
